EX,EM,69r0,69r2,69r8,69r32,69r128,69r512
520,"355,409",0,0,0,0,0,0
520,"359,983",0,0,0,0,0,0
520,"364,56",0,0,0,0,0,0
520,"369,14",0,0,0,0,0,0
520,"373,724",0,0,0,0,0,0
520,"378,31",0,0,0,0,0,0
520,"382,9",0,0,0,0,0,0
520,"387,493",0,0,0,0,0,0
520,"392,089",0,0,0,0,0,0
520,"396,689",0,0,0,0,0,0
520,"401,291",0,0,0,0,0,0
520,"405,896",0,0,0,0,0,0
520,"410,505",0,0,0,0,0,0
520,"415,116",0,0,0,0,0,0
520,"419,731",0,0,0,0,0,0
520,"424,348",0,0,0,0,0,0
520,"428,968",0,0,0,0,0,0
520,"433,592",0,0,0,0,0,0
520,"438,218",0,0,0,0,0,0
520,"442,847",0,0,0,0,0,0
520,"447,479",0,0,0,0,0,0
520,"452,114",0,0,0,0,0,0
520,"456,751",0,0,0,0,0,0
520,"461,392",0,0,0,0,0,0
520,"466,035",0,0,0,0,0,0
520,"470,681",0,0,0,0,0,0
520,"475,329",0,0,0,0,0,0
520,"479,98",0,0,0,0,0,0
520,"484,634",0,0,0,0,0,0
520,"489,291",0,0,0,0,0,0
520,"493,95",0,0,0,0,0,0
520,"498,612",0,0,0,0,0,0
520,"503,276",0,0,0,0,0,0
520,"507,943",0,0,0,0,0,0
520,"512,612",0,0,0,0,0,0
520,"517,284",0,0,0,0,0,0
520,"521,959",0,0,0,0,0,0
520,"526,635",0,0,0,0,0,0
520,"531,314","12,543,973","4,298,259","829,771","614,906","-274,992","307,986"
520,"535,996","14,137,889","4,490,691","1,704,107","992,063","249,194","-29,267"
520,"540,68","16,817,265","4,931,964","755,999","975,704","693,173","473,425"
520,"545,366","19,423,959","5,445,916","1,266,166","120,274","442,965","506,078"
520,"550,055","19,614,193","4,584,189","503,065","-389,574","-899,584","-1,218,282"
520,"554,746","21,465,595","609,171","1,794,206","896,303","383,287","639,452"
520,"559,439","24,365,359","6,953,288","223,066","119,566","645,888","160,746"
520,"564,134","23,994,641","5,542,733","907,659","744,333","-658,869","-1,213,507"
520,"568,832","24,363,543","6,500,205","923,405","923,319","395,446","-132,354"
520,"573,532","23,235,144","5,833,416","626,166","-675,455","-942,437","-809,131"
520,"578,234","24,721,984","6,850,682","908,478","98,265","-91,433","-441,811"
520,"582,938","25,994,634","859,647","2,664,461","1,266,907","1,062,402","1,232,697"
520,"587,644","2,364,171","5,218,312","1,645,881","-758,091","-311,677","-895,252"
520,"592,352","23,379,452","6,170,103","65,774","-139,521","-35,545","518,756"
520,"597,062","20,494,612","6,145,408","97,213","-532,035","-2,174,722","-1,056,384"
520,"601,775","22,316,196","5,681,473","1,729,372","318,162","494,526","-24,612"
520,"606,489","20,149,314","5,593,762","1,389,006","498,282",-717,"426,828"
520,"611,205","20,287,324","651,654","1,188,121","1,727,926","432,133","-359,545"
520,"615,923","19,409,142","5,222,811","1,206,337","98,723","74,638","-14,423"
520,"620,644","17,783,606","4,431,689","812,744","258,899","554,225","480,243"
520,"625,366","17,977,553","5,263,944","2,351,916","1,418,684","-484,676","3,781"
520,"630,089","15,154,236","586,138","41,349","-116,109","72,984","-910,195"
520,"634,815","15,695,207","511,014","840,064","611,313","801,867","153,948"
520,"639,543","13,466,519","267,711","340,383","-693,702","-103,835","646,108"
520,"644,272","13,335,297","4,036,405","777,701","661,307","-114,365","-540,664"
520,"649,003","1,234,702","3,553,398","1,223,781","-157,893","710,486","-1,183,711"
520,"653,736","12,980,165","4,226,065","-75,875","1,532,078","44,677","647,775"
520,"658,47","1,073,033","2,154,757","323,684","649,067","-856,048","38,739"
520,"663,206","10,286,008","3,307,821","-4,108","248,274","248,264","-1,156,632"
520,"667,944","9,380,559","3,380,735","668,761","83,557","460,146","-1,082,664"
520,"672,683","7,837,977","3,078,913","-75,908","506,009","295,158","46,365"
520,"677,424","9,589,358","1,749,557","939,039","46,989","-340,314","-553,272"
520,"682,166","7,207,349","2,982,882","1,472,002","116,985","1,083,522","1,255,947"
520,"686,91","7,029,105","2,100,651","266,859","2,274,972","397,885","1,968,909"
520,"691,656","476,093","96,591","-227,263","-757,464","-1,861,865","-1,464,124"
520,"696,403","6,077,919","1,250,978","42,781","-1,986","-359,873","-1,522,517"
520,"701,151","6,706,292","727,832","818,443","-314,676","999,672","954,153"
520,"705,901","5,207,276","1,201,062","693,956","-13,563","233,073","1,707,307"
520,"710,652","2,661,979","651,722","-1,408,137","-378,315","-51,874","-331,624"
520,"715,404","4,412,149","1,709,114","426,771","474,207","-760,264","-143,025"
520,"720,158","4,798,284","1,106,743","482,852","3,043","-138,831","1,729,838"
520,"724,913","2,379,752","-149,972","-539,584","-783,036","-344,851","-219,437"
520,"729,669","339,236","192,007","2,767","592,631","1,182,421","248,648"
520,"734,427","3,194,233","-403,479","-2,453,801","146,521","-353,519","-1,103,327"
520,"739,185","463,079","2,092,005","1,176,991","1,278,647","1,126,183","1,939,079"
520,"743,945","2,645,362","1,558,195","-257,023","-827,365","676,391","-619,541"
520,"748,706","3,101,186","263,626","-1,366,662","-1,682,041","473,911","-314,667"
520,"753,468","3,710,553","1,565,143","1,887,194","598,939","169,594","2,262,497"
520,"758,231","2,150,444","773,629","332,511","663,265","-328,981","-494,071"
520,"762,995","1,956,569","-395,874","-1,012,512","-84,432","-451,968","-452,009"
520,"767,761","2,175,578","-17,229","114,252","51,534","-1,203,615","-1,031,367"
520,"772,527","-693,231","-60,051","-347,983","458,021","170,132","-865,946"
520,"777,294","2,205,131","-476,751","-357,415","1,252,527","60,004","-297,605"
520,"782,062","906,629","545,151","-540,599","1,871,991","183,242","12,302"
520,"786,831","-2,922,021","-236,491","-749,933","-37,733","-2,985,444","18,119"
520,"791,601","-31,618","-939,162","-627,514","-939,106","-378,266","-1,499,626"
520,"796,371","2,191,327","25,769","4,309,315","1,935,057","212,752","844,608"
520,"801,143","710,803","908,939","948,324","1,303,742","130,368","316,134"
520,"805,915","713,569","1,148,407","1,029,801","200,254","42,275","-194,482"
520,"810,688","237,948","949,173","791,052","-433,495","198,499","80,034"
520,"815,461","245,456","519,895","994,003","915,007","186,296","1,112,473"
520,"820,236","-638,769","33,226","-1,191,519","-796,508","-1,388,987","-1,507,307"
520,"825,011","593,488","317,277","-196,281","475,249","1,262","435,652"
510,"246,67",0,0,0,0,0,0
510,"251,159",0,0,0,0,0,0
510,"255,652",0,0,0,0,0,0
510,"260,149",0,0,0,0,0,0
510,"264,65",0,0,0,0,0,0
510,"269,154",0,0,0,0,0,0
510,"273,662",0,0,0,0,0,0
510,"278,174",0,0,0,0,0,0
510,"282,689",0,0,0,0,0,0
510,"287,208",0,0,0,0,0,0
510,"291,73",0,0,0,0,0,0
510,"296,256",0,0,0,0,0,0
510,"300,786",0,0,0,0,0,0
510,"305,319",0,0,0,0,0,0
510,"309,855",0,0,0,0,0,0
510,"314,395",0,0,0,0,0,0
510,"318,939",0,0,0,0,0,0
510,"323,486",0,0,0,0,0,0
510,"328,036",0,0,0,0,0,0
510,"332,59",0,0,0,0,0,0
510,"337,147",0,0,0,0,0,0
510,"341,708",0,0,0,0,0,0
510,"346,272",0,0,0,0,0,0
510,"350,839",0,0,0,0,0,0
510,"355,409",0,0,0,0,0,0
510,"359,983",0,0,0,0,0,0
510,"364,56",0,0,0,0,0,0
510,"369,14",0,0,0,0,0,0
510,"373,724",0,0,0,0,0,0
510,"378,31",0,0,0,0,0,0
510,"382,9",0,0,0,0,0,0
510,"387,493",0,0,0,0,0,0
510,"392,089",0,0,0,0,0,0
510,"396,689",0,0,0,0,0,0
510,"401,291",0,0,0,0,0,0
510,"405,896",0,0,0,0,0,0
510,"410,505",0,0,0,0,0,0
510,"415,116",0,0,0,0,0,0
510,"419,731",0,0,0,0,0,0
510,"424,348",0,0,0,0,0,0
510,"428,968",0,0,0,0,0,0
510,"433,592",0,0,0,0,0,0
510,"438,218",0,0,0,0,0,0
510,"442,847",0,0,0,0,0,0
510,"447,479",0,0,0,0,0,0
510,"452,114",0,0,0,0,0,0
510,"456,751",0,0,0,0,0,0
510,"461,392",0,0,0,0,0,0
510,"466,035",0,0,0,0,0,0
510,"470,681",0,0,0,0,0,0
510,"475,329",0,0,0,0,0,0
510,"479,98",0,0,0,0,0,0
510,"484,634",0,0,0,0,0,0
510,"489,291",0,0,0,0,0,0
510,"493,95",0,0,0,0,0,0
510,"498,612",0,0,0,0,0,0
510,"503,276",0,0,0,0,0,0
510,"507,943",0,0,0,0,0,0
510,"512,612",0,0,0,0,0,0
510,"517,284",0,0,0,0,0,0
510,"521,959","15,486,114","5,223,078","1,354,706","582,296","88,591","55,471"
510,"526,635","17,037,189","4,564,789","1,455,035","521,599","57,625","824,356"
510,"531,314","19,664,257","6,459,803","1,655,539","99,469","-164,446","111,406"
510,"535,996","20,389,868","6,709,658","1,918,996","612,514","-333,937","167,083"
510,"540,68","2,527,944","765,405","1,638,722","792,997","510,588","1,301,416"
510,"545,366","27,084,607","7,973,481","2,191,175","1,253,733","513,223","314,117"
510,"550,055","27,893,431","6,731,023","937,523","136,902","-895,332","-751,832"
510,"554,746","30,369,578","8,449,769","267,933","807,663","374,913","1,298,177"
510,"559,439","30,923,303","9,454,944","3,285,555","1,252,678","787,064","75,829"
510,"564,134","32,225,408","8,772,483","1,637,741","847,639","582,902","-443,822"
510,"568,832","32,765,283","9,172,632","2,908,997","1,576,174","1,249,425","478,203"
510,"573,532","29,321,474","7,526,397","1,010,641","-637,827","-1,448,164","-1,027,997"
510,"578,234","31,334,825","8,561,227","2,456,153","-3,073","697,565","-91,458"
510,"582,938","32,073,443","8,740,415","2,913,227","1,413,578","95,353","132,176"
510,"587,644","29,314,375","6,853,979","2,464,844","-806,096","89,374","58,881"
510,"592,352","28,065,455","7,045,909","1,557,366","-685,692","-62,118","93,731"
510,"597,062","25,374,199","7,602,942","873,475","-67,849","-1,105,181","-101,104"
510,"601,775","26,155,459","6,949,455","2,694,888","159,233","3,234","-348,548"
510,"606,489","24,779,183","7,593,815","2,336,386","576,578","544,256","288,256"
510,"611,205","23,318,666","6,471,819","1,548,647","1,809,884","-294,641","-909,746"
510,"615,923","231,292","6,666,291","2,329,925","36,218","132,353","-393,129"
510,"620,644","22,031,387","5,978,054","2,621,529","698,169","-364,235","665,067"
510,"625,366","19,823,922","6,815,954","1,879,567","1,344,222","-468,207","68,535"
510,"630,089","16,381,702","5,271,317","949,378","-478,161","-2,011","-1,260,841"
510,"634,815","1,781,701","5,558,015","2,196,537","1,066,796","621,108","-304,794"
510,"639,543","1,535,109","4,065,869","724,079","104,597","-136,362","-274,412"
510,"644,272","15,202,985","5,621,849","1,783,515","947,228","528,764","40,024"
510,"649,003","14,080,556","2,695,974","280,942","-37,881","352,318","-748,062"
510,"653,736","12,753,509","3,942,293","290,494","109,789","1,446,984","73,604"
510,"658,47","10,965,176","1,022,499","61,901","25,413","-111,881","-77,049"
510,"663,206","10,439,509","3,123,986","929,572","409,888","149,626","-594,129"
510,"667,944","11,290,466","3,833,084","131,902","1,056,707","1,769,213","1,807,253"
510,"672,683","993,229","2,316,846","913,112","1,103,165","306,771","-527,985"
510,"677,424","8,312,663","1,569,557","-80,202","-3,033","-961,735","-1,537,519"
510,"682,166","8,071,523","2,915,275","2,059,835","974,451","2,060,665","1,285,115"
510,"686,91","7,492,303","2,669,281","-471,523","470,471","-236,253","234,948"
510,"691,656","6,390,354","2,382,708","554,011","-279,609","276,458","-637,321"
510,"696,403","6,314,532","2,537,231","324,161","404,596","726,335","-1,446,774"
510,"701,151","6,033,098","298,019","1,267,392","41,189","1,349,226","941,916"
510,"705,901","4,179,139","1,405,866","78,663","-170,315","-86,679","24,536"
510,"710,652","3,618,165","1,642,453","505,282","-336,303","337,205","-41,615"
510,"715,404","6,237,927","2,014,278","2,184,025","861,177","1,800,446","2,527,067"
510,"720,158","3,706,804","646,036","-130,879","-86,447","-993,567","214,563"
510,"724,913","1,917,646","-181,859","-1,451,508","-1,145,322","-162,681","-2,284,221"
510,"729,669","3,402,203","840,807","-1,456,454","708,189","-573,599","840,964"
510,"734,427","4,089,278","89,951",0,"44,977","584,414","-9,447"
510,"739,185","1,366,097","-186,483","-643,573","-872,196","-1,191,912","-27,784"
510,"743,945","2,425,188","1,587,495","-230,954","-744,567","234,934","-791,423"
510,"748,706","2,407,812","-995,275","-1,230,816","-806,094","-144,002","-380,414"
510,"753,468","2,036,057","1,264,093","1,264,296","1,167,528","-87,002","1,119,181"
510,"758,231","2,082,123","992,892","-196,707","-742,571","-444,748","-544,379"
510,"762,995","2,263,247","400,247","46,753","-910,569","-809,589","-1,162,784"
510,"767,761","2,736,781","522,002","1,346,361","1,295,098","-508,048","418,774"
510,"772,527","-466,375","-777,389",-742,"724,359","775,718","-1,399,082"
510,"777,294","2,741,441","75,837","8,832","2,313,703","-474,359","1,401,982"
510,"782,062","1,630,983","980,787","-374,292","980,793","980,662","546,759"
510,"786,831","1,003,396","-1,062,306","166,194","-336,169","-336,088","166,622"
510,"791,601","28,197","618,282","337,963","45,013","394,022","-222,608"
510,"796,371","1,683,461","2,376,053","3,643,583","1,394,946","2,375,706","817,653"
510,"801,143","637,479","140,812","282,401","1,242,227","815,377","283,037"
510,"805,915","57,341","1,603,552","1,354,254","288,989","82,191","57,318"
510,"810,688","712,433","535,096","1,173,746","-246,544","854,622","499,599"
510,"815,461","1,176,628","892,766","999,089","537,477","892,701","501,898"
510,"820,236","280,273","-145,367","-465,199","-642,768","-35,862","-53,618"
510,"825,011","467,411","538,133","1,248,289","1,355,298","786,865","573,598"
500,"246,67",0,0,0,0,0,0
500,"251,159",0,0,0,0,0,0
500,"255,652",0,0,0,0,0,0
500,"260,149",0,0,0,0,0,0
500,"264,65",0,0,0,0,0,0
500,"269,154",0,0,0,0,0,0
500,"273,662",0,0,0,0,0,0
500,"278,174",0,0,0,0,0,0
500,"282,689",0,0,0,0,0,0
500,"287,208",0,0,0,0,0,0
500,"291,73",0,0,0,0,0,0
500,"296,256",0,0,0,0,0,0
500,"300,786",0,0,0,0,0,0
500,"305,319",0,0,0,0,0,0
500,"309,855",0,0,0,0,0,0
500,"314,395",0,0,0,0,0,0
500,"318,939",0,0,0,0,0,0
500,"323,486",0,0,0,0,0,0
500,"328,036",0,0,0,0,0,0
500,"332,59",0,0,0,0,0,0
500,"337,147",0,0,0,0,0,0
500,"341,708",0,0,0,0,0,0
500,"346,272",0,0,0,0,0,0
500,"350,839",0,0,0,0,0,0
500,"355,409",0,0,0,0,0,0
500,"359,983",0,0,0,0,0,0
500,"364,56",0,0,0,0,0,0
500,"369,14",0,0,0,0,0,0
500,"373,724",0,0,0,0,0,0
500,"378,31",0,0,0,0,0,0
500,"382,9",0,0,0,0,0,0
500,"387,493",0,0,0,0,0,0
500,"392,089",0,0,0,0,0,0
500,"396,689",0,0,0,0,0,0
500,"401,291",0,0,0,0,0,0
500,"405,896",0,0,0,0,0,0
500,"410,505",0,0,0,0,0,0
500,"415,116",0,0,0,0,0,0
500,"419,731",0,0,0,0,0,0
500,"424,348",0,0,0,0,0,0
500,"428,968",0,0,0,0,0,0
500,"433,592",0,0,0,0,0,0
500,"438,218",0,0,0,0,0,0
500,"442,847",0,0,0,0,0,0
500,"447,479",0,0,0,0,0,0
500,"452,114",0,0,0,0,0,0
500,"456,751",0,0,0,0,0,0
500,"461,392",0,0,0,0,0,0
500,"466,035",0,0,0,0,0,0
500,"470,681",0,0,0,0,0,0
500,"475,329",0,0,0,0,0,0
500,"479,98",0,0,0,0,0,0
500,"484,634",0,0,0,0,0,0
500,"489,291",0,0,0,0,0,0
500,"493,95",0,0,0,0,0,0
500,"498,612",0,0,0,0,0,0
500,"503,276",0,0,0,0,0,0
500,"507,943",0,0,0,0,0,0
500,"512,612","24,311,361","7,468,099","2,665,543","1,198,691","750,942","775,799"
500,"517,284","26,230,687","8,138,652","2,504,862","-148,861","-521,044",0
500,"521,959","28,836,528","9,894,278","2,729,993","161,557","872,085","574,667"
500,"526,635","32,640,114","10,344,671","3,260,285","1,657,364","941,765","89,237"
500,"531,314","34,959,075","9,981,857","2,030,892","595,337","50,533","-4,851"
500,"535,996","37,264,101","12,093,446","3,323,601","1,776,104","502,223","327,365"
500,"540,68","40,656,344","12,263,535","3,065,682","1,116,246","48,297","584,265"
500,"545,366","42,022,173","12,212,727","4,111,743","1,865,268","869,025","358,047"
500,"550,055","43,289,849","12,810,313","3,290,306","976,608","307,852","7,632"
500,"554,746","43,516,518","12,884,125","2,816,862","1,446,779","230,775","722,293"
500,"559,439","44,283,073","13,334,799","3,259,113","990,137","59,875","311,635"
500,"564,134","43,681,777","12,109,446","2,231,857","1,548,304","969,062","-1,006,025"
500,"568,832","4,315,942","12,494,491","3,999,362","1,711,014","1,098,705","779,226"
500,"573,532","40,841,923","1,141,412","2,551,781","102,447","-301,473","-678,503"
500,"578,234","41,779,106","12,721,846","2,668,353","408,579","299,642",0
500,"582,938","396,81","11,278,419","3,244,711","880,582","633,078","220,475"
500,"587,644","37,007,576","9,751,524","3,015,128","245,336","-530,587","-11,493"
500,"592,352","35,226,388","9,452,741","2,318,244","249,451","361,369","-170,107"
500,"597,062","32,157,685","9,696,439","1,289,234","218,282","-740,687","-599,684"
500,"601,775","31,606,377","9,507,376","3,299,011","880,635","539,069","339,729"
500,"606,489","31,372,129","899,901","2,959,862","1,034,914","37,374","459,942"
500,"611,205","28,177,471","8,712,929","2,030,457","1,188,994","666,216","-437,577"
500,"615,923","2,672,037","6,687,456","2,061,007","854,039","412,196","-1,090,138"
500,"620,644","26,547,687","7,867,067","2,234,596","626,615","-356,566","60,559"
500,"625,366","24,215,561","6,599,365","2,682,505","183,652","33,046","454,705"
500,"630,089","21,146,679","5,952,557","1,311,962","763,063","549,437","-48,834"
500,"634,815","21,004,303","5,539,225","1,477,966","647,946","94,275","-674,653"
500,"639,543","17,972,071","4,939,983","272,487","-654,277","-56,156","-499,764"
500,"644,272","17,018,657","5,513,144","1,662,447","817,839","-121,145","4,105"
500,"649,003","16,649,139","4,493,721","1,721,361","989,294","415,932","-762,638"
500,"653,736","14,972,635","4,348,235","325,364","-19,357","39,033","-355,741"
500,"658,47","12,878,158","2,226,179","-663,024","-466,009","-695,795","-958,413"
500,"663,206","12,928,779","4,975,795","130,582","805,728","1,105,964","-328,358"
500,"667,944","13,422,338","4,858,542","2,636,037","1,761,346","1,626,718","684,226"
500,"672,683","10,080,031","237,731","-379,396","-617,501","-7,302","-1,127,902"
500,"677,424","11,373,387","3,446,043","967,875","417,437","4,458","73,335"
500,"682,166","10,149,885","2,511,914","665,889","805,245","596,296","143,578"
500,"686,91","8,572,162","2,221,562","248,603","354,285","-33,233","1,199,705"
500,"691,656","6,528,784","1,707,967","-3,929","281,714","-39,564","-609,537"
500,"696,403","7,268,203","2,639,446","400,966","870,252","-357,231","653,638"
500,"701,151","6,224,864","2,304,182","694,342","219,151","219,166","145,994"
500,"705,901","4,727,307","890,888","1,262,098","-336,538","370,124","-187,776"
500,"710,652","3,969,996","1,547,919",-968,"-38,696","-11,424","-227,552"
500,"715,404","5,873,313","119,255","656,029","694,374","-71,982","1,269,085"
500,"720,158","3,796,316","539,019","22,892","-312,913","-1,590,723","-274,198"
500,"724,913","4,127,972","940,241","114,807","-592,245","-552,966","-1,495,886"
500,"729,669","2,703,439","2,185,308","-194,521","36,054","757,204","-7,575"
500,"734,427","242,086","36,786","-729,833","682,351","-608,898","-487,833"
500,"739,185","2,916,269","82,135","739,007","-327,104","411,154","411,125"
500,"743,945","247,267","1,005,405","-166,244","-40,821","168,407","210,246"
500,"748,706","246,206","8,249","-469,137","-119,059","-44,842","-681,359"
500,"753,468","817,018","-614,487","-1,827,026","-2,390,434","-1,697,438","-874,424"
500,"758,231","2,142,191","983,805","761,285","271,993","9,402","494,427"
500,"762,995","2,400,452","-271,058",386,"-271,022","-225,806","-723,308"
500,"767,761","2,082,631","230,482","-370,568","-278,194","-555,661","-648,092"
500,"772,527","1,166,099","375,453","-42,474","747,137","1,769,317","-182,021"
500,"777,294","2,364,887","101,275","582,522","582,504","486,261","-1,390,204"
500,"782,062","2,055,087","1,859,491","934,784","137,271","1,421,392","691,339"
500,"786,831","1,457,119","-1,400,923","52,662","-198,003","303,134","1,004,697"
500,"791,601","1,461,151","302,978","-48,981","-300,501","1,222","-1,004,492"
500,"796,371","3,331,788","156,975","4,002,604","3,019,583","245,005","1,466,271"
500,"801,143","-67,157","251,186","-131,536","34,673","346,777","-386,407"
500,"805,915","89,668","800,562","704,799","258,642","290,508","25,865"
500,"810,688","95,962","-573,565","318,903","-63,491","191,521","-95,361"
500,"815,461","1,890,431","137,951","1,251,915","67,822","996,968","77,386"
500,"820,236","-197,031","-197,683","-803,382","-707,756","-548,365","-580,264"
500,"825,011","257,304","703,644","-61,276","799,223","-125,186","639,832"
490,"246,67",0,0,0,0,0,0
490,"251,159",0,0,0,0,0,0
490,"255,652",0,0,0,0,0,0
490,"260,149",0,0,0,0,0,0
490,"264,65",0,0,0,0,0,0
490,"269,154",0,0,0,0,0,0
490,"273,662",0,0,0,0,0,0
490,"278,174",0,0,0,0,0,0
490,"282,689",0,0,0,0,0,0
490,"287,208",0,0,0,0,0,0
490,"291,73",0,0,0,0,0,0
490,"296,256",0,0,0,0,0,0
490,"300,786",0,0,0,0,0,0
490,"305,319",0,0,0,0,0,0
490,"309,855",0,0,0,0,0,0
490,"314,395",0,0,0,0,0,0
490,"318,939",0,0,0,0,0,0
490,"323,486",0,0,0,0,0,0
490,"328,036",0,0,0,0,0,0
490,"332,59",0,0,0,0,0,0
490,"337,147",0,0,0,0,0,0
490,"341,708",0,0,0,0,0,0
490,"346,272",0,0,0,0,0,0
490,"350,839",0,0,0,0,0,0
490,"355,409",0,0,0,0,0,0
490,"359,983",0,0,0,0,0,0
490,"364,56",0,0,0,0,0,0
490,"369,14",0,0,0,0,0,0
490,"373,724",0,0,0,0,0,0
490,"378,31",0,0,0,0,0,0
490,"382,9",0,0,0,0,0,0
490,"387,493",0,0,0,0,0,0
490,"392,089",0,0,0,0,0,0
490,"396,689",0,0,0,0,0,0
490,"401,291",0,0,0,0,0,0
490,"405,896",0,0,0,0,0,0
490,"410,505",0,0,0,0,0,0
490,"415,116",0,0,0,0,0,0
490,"419,731",0,0,0,0,0,0
490,"424,348",0,0,0,0,0,0
490,"428,968",0,0,0,0,0,0
490,"433,592",0,0,0,0,0,0
490,"438,218",0,0,0,0,0,0
490,"442,847",0,0,0,0,0,0
490,"447,479",0,0,0,0,0,0
490,"452,114",0,0,0,0,0,0
490,"456,751",0,0,0,0,0,0
490,"461,392",0,0,0,0,0,0
490,"466,035",0,0,0,0,0,0
490,"470,681",0,0,0,0,0,0
490,"475,329",0,0,0,0,0,0
490,"479,98",0,0,0,0,0,0
490,"484,634",0,0,0,0,0,0
490,"489,291",0,0,0,0,0,0
490,"493,95",0,0,0,0,0,0
490,"498,612",0,0,0,0,0,0
490,"503,276","32,365,759","10,387,476","2,966,452","815,633","189,332","1,003,775"
490,"507,943","37,685,265","12,168,482","2,920,801","1,064,718","752,556","168,255"
490,"512,612","42,823,096","13,926,666","4,619,854","1,555,575","686,465","686,332"
490,"517,284","46,922,554","15,147,766","4,212,024","102,948","-310,204","61,696"
490,"521,959","50,131,811","15,790,895","3,649,279","926,336","60,575",-153
490,"526,635","54,829,288","17,183,956","488,828","1,622,457","493,633","82,538"
490,"531,314","57,621,367","18,276,279","5,132,723","1,051,779","289,559","207,009"
490,"535,996","59,869,183","19,080,681","5,698,092","1,976,579","64,678","43,637"
490,"540,68","63,311,074","19,878,153","4,956,498","1,962,391","740,329","1,456,918"
490,"545,366","64,206,268","19,342,226","5,081,323","1,317,845","702,174","-85,051"
490,"550,055","642,398","19,151,713","4,749,387","788,674","-73,114","-645,334"
490,"554,746","63,974,415","20,626,099","5,772,872","2,025,714","906,886","884,936"
490,"559,439","62,848,708","19,279,635","4,755,722","1,432,479","108,204","60,763"
490,"564,134","62,543,078","18,225,582","5,016,468","1,268,397","897,255","-4,614"
490,"568,832","60,308,008","18,164,106","501,024","2,151,584","667,669","202,171"
490,"573,532","56,151,392","16,706,509","3,132,491","33,069","-430,711","-520,656"
490,"578,234","55,869,628","17,083,203","441,913","1,245,039","565,957","-160,103"
490,"582,938","52,540,942","15,597,905","4,413,706","1,002,607","-72,358","-393,281"
490,"587,644","49,129,104","14,168,951","4,031,839","733,474","22,716","-37,318"
490,"592,352","46,282,231","14,116,881","3,792,479","696,207","138,129","184,375"
490,"597,062","42,489,053","1,305,981","311,895","1,076,325","-754,474","-472,574"
490,"601,775","40,443,405","12,494,737","3,172,979","353,442","6,958","-215,009"
490,"606,489","37,635,052","11,541,832","3,469,333","717,743","215,634","311,209"
490,"611,205","35,072,642","11,006,449","2,052,647","2,027,894","-195,398","-388,911"
490,"615,923","32,701,852","10,428,526","2,697,128","490,531",268,"-514,595"
490,"620,644","30,543,162","8,512,631","2,406,053","422,383","199,335","422,477"
490,"625,366","28,745,318","8,480,992","2,934,704","1,179,914","51,954","252,693"
490,"630,089","25,215,277","7,652,303","2,311,315","329,821","38,107","-355,985"
490,"634,815","24,489,941","7,021,231","1,921,243","717,945","129,221","-305,957"
490,"639,543","2,252,088","6,565,383","1,853,302","1,184,346","335,899","515,884"
490,"644,272","20,384,134","6,023,456","1,955,089","678,618","444,461","36,616"
490,"649,003","18,034,888","4,718,975","684,785","21,834","-136,576","-1,011,933"
490,"653,736","16,612,969","5,295,076","1,187,013","349,992","-324,963","-324,828"
490,"658,47","15,884,402","3,856,212","1,913,318","574,489","-217,997","246,756"
490,"663,206","13,888,173","4,527,524","692,464","470,197","54,201","-501,297"
490,"667,944","14,021,007","4,771,031","219,041","112,579","118,216","1,350,024"
490,"672,683","13,039,163","4,084,909","136,328","1,731,172","626,956","3,851"
490,"677,424","11,865,986","30,971","1,319,053","602,972","-141,906","-112,977"
490,"682,166","9,454,279","3,973,622","897,949","463,059","318,604","-116,484"
490,"686,91","9,623,578","3,199,328","177,014","411,503","-233,774","851,401"
490,"691,656","7,720,562","2,762,935","950,938","-117,103","-117,479","-265,591"
490,"696,403","7,968,663","2,346,972","602,605","932,942","-178,939","-809,632"
490,"701,151","7,374,062","2,988,406","1,433,916","368,563","886,297","3,199"
490,"705,901","6,288,951","1,767,281","77,556","125,597","1,302,579","342,232"
490,"710,652","5,917,334","2,960,891","47,549","538,385","506,824","538,353"
490,"715,404","6,035,161","2,238,246","1,535,465","897,659","546,733","451,217"
490,"720,158","4,869,577","1,677,605","419,526","-31,586","-1,128,244","51,624"
490,"724,913","4,053,542","1,501,725","-1,246,914","-494,861","-952,825","-1,377,781"
490,"729,669","4,658,684","1,950,368","562,434","397,329","628,804","199,311"
490,"734,427","3,830,691","638,421","-50,395","436,248","503,964","167,722"
490,"739,185","2,970,194","716,108","-240,436","-13,806","-1,538,568","169,208"
490,"743,945","253,941","379,047","-910,503","-1,084,564","-387,776","-1,398,124"
490,"748,706","2,685,977","919,189","-423,576","282,693","-282,568","-35,102"
490,"753,468","3,358,574","1,627,291","941,575","653,192","-862,131","545,022"
490,"758,231","2,668,663","668,191","371,631","38,464","-72,892","-813,225"
490,"762,995","2,180,967","-418,124","-79,479","-154,962","-116,731","-343,023"
490,"767,761","2,501,742","114,291","306,419","-39,981","-116,807","-270,839"
490,"772,527","81,142","-620,228","385,447","-465,141","1,159,866","-929,272"
490,"777,294","196,914","1,768,931","927,336","1,087,499","446,334","1,367,873"
490,"782,062","2,316,992","1,222,614","1,020,046","1,384,558","1,019,915","695,944"
490,"786,831","1,212,411","-248,412","1,503,827","419,422","1,170,809","419,436"
490,"791,601","1,385,575","1,762,714","129,501","67,358","212,868","-41,469"
