EX,EM,69r0,69r2,69r8,69r32,69r128,69r512
380,"282,689",0,0,0,0,0,0
380,"287,208",0,0,0,0,0,0
380,"291,73",0,0,0,0,0,0
380,"296,256",0,0,0,0,0,0
380,"300,786",0,0,0,0,0,0
380,"305,319",0,0,0,0,0,0
380,"309,855",0,0,0,0,0,0
380,"314,395",0,0,0,0,0,0
380,"318,939",0,0,0,0,0,0
380,"323,486",0,0,0,0,0,0
380,"328,036",0,0,0,0,0,0
380,"332,59",0,0,0,0,0,0
380,"337,147",0,0,0,0,0,0
380,"341,708",0,0,0,0,0,0
380,"346,272",0,0,0,0,0,0
380,"350,839",0,0,0,0,0,0
380,"355,409",0,0,0,0,0,0
380,"359,983",0,0,0,0,0,0
380,"364,56",0,0,0,0,0,0
380,"369,14",0,0,0,0,0,0
380,"373,724",0,0,0,0,0,0
380,"378,31",0,0,0,0,0,0
380,"382,9",0,0,0,0,0,0
380,"387,493",0,0,0,0,0,0
380,"392,089","14,702,909","29,903,155","13,400,207","3,904,212","1,999,108","1,575,551"
380,"396,689","23,396,851","43,132,915","1,805,524","5,829,619","1,298,752","1,074,287"
380,"401,291","34,806,316","59,324,636","2,516,531","8,058,033","1,888,553","954,263"
380,"405,896","51,304,523","83,634,243","33,871,922","11,037,518","2,401,666","21,549"
380,"410,505","70,754,529","110,890,874","45,323,765","13,463,734","4,166,897","1,794,255"
380,"415,116","9,272,921","141,663,472","57,570,983","18,112,527","5,159,862","2,505,728"
380,"419,731","113,885,944","168,823,861","66,692,845","20,008,802","5,591,835","592,921"
380,"424,348","136,449,894","196,642,788","7,891,242","23,608,751","6,087,498","1,527,764"
380,"428,968","155,407,191","220,206,976","87,655,776","26,917,833","8,706,872","2,535,556"
380,"433,592","172,315,283","240,544,018","95,768,714","2,943,878","8,742,022","2,853,251"
380,"438,218","185,343,769","255,224,797","102,025,818","2,994,591","8,927,642","2,623,054"
380,"442,847","195,555,062","265,604,853","104,334,663","31,601,677","9,511,187","2,908,808"
380,"447,479","202,954,614","271,624,074","10,602,077","3,178,147","967,385","2,323,457"
380,"452,114","206,134,863","270,207,507","106,122,402","31,435,778","9,337,536","2,628,104"
380,"456,751","204,124,058","264,090,994","104,651,959","30,984,226","9,555,304","3,147,043"
380,"461,392","201,089,082","255,599,274","100,853,808","29,825,599","8,938,543","2,413,021"
380,"466,035","192,039,044","2,459,855","96,689,651","27,834,137","7,105,676","1,522,176"
380,"470,681","185,835,385","233,868,526","90,394,922","27,425,822","7,911,262","2,910,777"
380,"475,329","178,808,305","221,606,282","85,331,916","24,949,112","7,212,979","2,322,915"
380,"479,98","167,927,626","206,763,618","80,575,396","23,928,481","7,619,907","2,589,963"
380,"484,634","160,500,961","191,556,826","75,466,881","22,077,907","653,596","2,134,703"
380,"489,291","152,980,877","183,486,925","69,614,173","20,217,616","5,328,603","874,575"
380,"493,95","143,056,536","170,974,094","66,778,186","19,010,256","5,828,277","2,085,504"
380,"498,612","136,150,528","160,549,101","61,621,444","18,729,558","4,924,966","1,604,046"
380,"503,276","127,759,046","148,405,495","56,056,817","16,824,841","5,266,749","161,838"
380,"507,943","119,297,239","138,271,444","5,157,114","15,593,963","4,720,381","131,854"
380,"512,612","112,149,099","128,320,799","48,431,137","14,469,579","4,541,397","1,625,374"
380,"517,284","103,146,045","119,046,579","44,580,457","12,608,411","3,424,097","1,380,847"
380,"521,959","95,752,309","109,604,683","41,015,901","12,153,156","3,475,173","1,415,728"
380,"526,635","900,126","99,090,625","38,292,033","11,314,426","3,497,604","1,135,842"
380,"531,314","82,961,301","92,800,417","34,416,742","10,637,605","259,113","955,942"
380,"535,996","78,326,218","86,668,724","32,007,824","10,454,032","3,190,222","1,151,729"
380,"540,68","73,663,508","80,802,138","29,769,477","9,530,162","295,286","1,787,533"
380,"545,366","67,725,952","74,141,658","27,685,541","8,433,533","2,577,618","32,226"
380,"550,055","62,963,373","68,119,861","25,029,258","7,479,681","1,926,793","60,998"
380,"554,746","57,113,969","62,352,497","24,350,848","6,872,653","2,515,668","1,075,956"
380,"559,439","53,577,849","57,753,131","22,118,066","6,680,379","2,537,604","1,453,324"
380,"564,134","4,872,863","51,686,253","18,756,879","542,864","1,677,862","212,553"
380,"568,832","4,545,623","48,956,161","18,373,493","5,651,344","1,740,832","911,243"
380,"573,532","41,140,538","43,377,201","1,578,167","4,673,637","1,417,318","-6,112"
380,"578,234","39,068,516","40,559,548","14,811,277","416,367","1,658,032","84,964"
380,"582,938","35,531,027","3,823,827","13,545,923","3,714,456","1,286,392","674,186"
380,"587,644","30,925,278","33,442,869","13,050,744","3,289,734","966,708","10,323"
380,"592,352","28,618,504","30,077,364","11,343,248","2,655,113","1,244,171","-104,643"
380,"597,062","25,594,004","27,439,301","9,657,566","2,844,597","145,365","-273,135"
380,"601,775","24,291,747","25,666,275","9,579,567","2,809,497","44,419","169,628"
380,"606,489","21,307,877","22,543,962","8,476,444","2,195,283","126,605","-214,641"
380,"611,205","20,279,642","21,894,064","752,926","2,778,905","343,983","-53,949"
380,"615,923","19,520,165","19,099,739","6,915,622","2,470,871","372,922","-304,513"
380,"620,644","17,463,625","17,147,263","6,838,185","1,878,664","46,416","596,717"
380,"625,366","1,537,562","16,552,198","6,398,949","2,011,825","135,014","269,068"
380,"630,089","14,018,451","14,620,328","5,418,399","1,426,175","56,575","-272,074"
380,"634,815","12,621,708","12,884,099","4,615,757","1,734,851","-113,493","46,253"
380,"639,543","11,626,408","11,361,227","468,343","1,444,985","436,232","573,751"
380,"644,272","10,940,497","11,484,412","4,233,132","1,325,971","699,068","-229,661"
380,"649,003","9,833,351","10,409,677","4,378,127","969,897","379,122","-377,055"
380,"653,736","8,735,745","8,888,265","2,529,012","696,583","119,049","-651,009"
380,"658,47","8,524,578","7,532,707","3,023,167","1,070,898","72,416","23,692"
380,"663,206","7,005,777","8,374,242","2,974,412","1,387,235","-147,035","-221,227"
380,"667,944","8,046,982","7,878,341","3,479,159","177,781","1,303,364","229,602"
380,"672,683","6,640,918","6,267,663","1,896,134","858,843","30,348","-327,608"
380,"677,424","6,487,012","6,083,624","2,276,133","843,967","129,144","154,687"
380,"682,166","5,376,109","6,156,552","2,794,856","1,112,317","466,435","466,414"
380,"686,91","5,910,829","554,921","1,468,136","1,362,603","630,852","1,440,961"
380,"691,656","4,840,773","4,950,978","1,641,838","79,343","105,795","-185,122"
380,"696,403","3,830,642","4,423,854","911,855","883,949","-267,689","-803,267"
380,"701,151","3,664,516","380,344","1,223,226","597,809","245,077",882
380,"705,901","3,558,094","2,650,094","661,662","80,998","-415,635","218,918"
380,"710,652","2,240,826","2,663,816","504,001","82,714","-449,706","-421,667"
380,"715,404","2,784,981","2,787,659","1,137,523","-58,069","-797,146","709,355"
380,"720,158","3,019,282","351,034","1,296,358","404,913","-341,959","807,038"
380,"724,913","230,207","271,281","1,020,656","64,017","115,514","-438,305"
380,"729,669","1,441,351","197,299","323,493","61,715","-471,613","35,229"
380,"734,427","1,553,487","32,681","327,014","-512,424","-572,291","-542,367"
380,"739,185","2,465,753","2,254,598","975,501","761,472","-90,474","670,163"
380,"743,945",0,0,0,0,0,0
380,"748,706",0,0,0,0,0,0
380,"753,468",0,0,0,0,0,0
380,"758,231",0,0,0,0,0,0
380,"762,995",0,0,0,0,0,0
380,"767,761",0,0,0,0,0,0
380,"772,527",0,0,0,0,0,0
380,"777,294",0,0,0,0,0,0
380,"782,062","904,522","1,374,929","543,624","723,884","1,084,987","-323,185"
380,"786,831","115,155",-957,"185,212","-37,297","-744,766","110,317"
380,"791,601","485,079","784,285","186,773","-37,307","37,309","-596,879"
380,"796,371","2,350,712","2,390,019","2,774,833","1,889,598","1,966,446","506,817"
380,"801,143","684,908","519,979","307,031","1,015,812","-521,264","-450,293"
380,"805,915","45,109","1,161,365","1,493,016","403,775","829,444","-25,831"
380,"810,688","235,043","68,528","-143,223","-379,874","-261,638","-332,577"
380,"815,461","1,089,798","59,333","403,962","427,549","56,944","262,024"
380,"820,236","44,853","589,778","-286,059","-404,535","-80,655","-404,539"
380,"825,011","54,398","1,396,667","-615,607","591,178","-37,837","-47,291"
370,"246,67",0,0,0,0,0,0
370,"251,159",0,0,0,0,0,0
370,"255,652",0,0,0,0,0,0
370,"260,149",0,0,0,0,0,0
370,"264,65",0,0,0,0,0,0
370,"269,154",0,0,0,0,0,0
370,"273,662",0,0,0,0,0,0
370,"278,174",0,0,0,0,0,0
370,"282,689",0,0,0,0,0,0
370,"287,208",0,0,0,0,0,0
370,"291,73",0,0,0,0,0,0
370,"296,256",0,0,0,0,0,0
370,"300,786",0,0,0,0,0,0
370,"305,319",0,0,0,0,0,0
370,"309,855",0,0,0,0,0,0
370,"314,395",0,0,0,0,0,0
370,"318,939",0,0,0,0,0,0
370,"323,486",0,0,0,0,0,0
370,"328,036",0,0,0,0,0,0
370,"332,59",0,0,0,0,0,0
370,"337,147",0,0,0,0,0,0
370,"341,708",0,0,0,0,0,0
370,"346,272",0,0,0,0,0,0
370,"350,839",0,0,0,0,0,0
370,"355,409",0,0,0,0,0,0
370,"359,983",0,0,0,0,0,0
370,"364,56",0,0,0,0,0,0
370,"369,14",0,0,0,0,0,0
370,"373,724",0,0,0,0,0,0
370,"378,31",0,0,0,0,0,0
370,"382,9","4,715,552","28,337,344","16,770,839","5,216,217","1,634,695","163,255"
370,"387,493","8,547,566","42,419,766","23,622,092","8,563,972","3,162,229","2,200,337"
370,"392,089","1,242,654","56,425,117","31,517,936","10,240,112","3,150,083","1,492,432"
370,"396,689","19,593,218","76,506,036","41,474,458","1,311,461","3,652,552","2,373,458"
370,"401,291","26,413,576","102,303,176","52,966,001","17,600,445","5,235,341","2,718,644"
370,"405,896","35,664,224","131,676,852","70,151,203","21,745,346","6,194,657","2,497,376"
370,"410,505","47,747,806","164,620,104","85,488,353","28,392,292","842,595","3,167,156"
370,"415,116","57,793,469","196,496,816","101,034,192","33,961,514","9,924,703","4,455,935"
370,"419,731","66,320,936","226,620,107","116,252,156","36,768,747","10,512,804","3,394,263"
370,"424,348","77,573,821","255,931,388","130,050,922","42,126,553","11,647,362","4,008,934"
370,"428,968","87,599,916","280,312,609","141,068,833","46,062,738","13,879,372","4,696,458"
370,"433,592","97,592,126","300,496,016","152,897,156","48,955,181","14,835,444","3,919,314"
370,"438,218","102,850,372","31,331,539","15,760,578","50,747,448","15,527,871","4,612,658"
370,"442,847","106,145,724","317,969,519","159,951,961","50,616,143","1,539,028","5,105,184"
370,"447,479","106,832,454","31,851,162","158,243,962","50,017,009","14,906,101","4,478,102"
370,"452,114","105,556,767","310,672,036","154,058,387","49,976,999","14,895,233","5,009,864"
370,"456,751","105,203,746","300,686,335","151,592,367","48,185,479","14,242,879","4,803,711"
370,"461,392","99,364,259","287,161,977","141,695,067","45,432,611","12,911,325","3,937,457"
370,"466,035","93,588,003","270,254,262","134,141,402","42,335,327","11,325,459","3,082,756"
370,"470,681","89,428,264","251,594,669","125,728,744","40,137,751","11,998,883","4,115,488"
370,"475,329","83,808,273","236,458,575","117,043,499","37,237,222","10,144,639","3,525,812"
370,"479,98","79,577,188","218,483,847","108,817,902","33,476,418","11,038,118","3,724,781"
370,"484,634","74,932,783","203,212,046","100,108,694","31,449,541","9,022,623","2,520,458"
370,"489,291","70,292,717","187,790,495","92,792,023","29,172,795","7,922,236","1,864,774"
370,"493,95","64,219,513","17,407,136","8,515,694","26,799,399","7,934,635","2,402,654"
370,"498,612","6,071,378","160,916,064","79,300,557","25,866,661","6,838,024","3,076,039"
370,"503,276","56,300,551","145,607,355","70,700,282","22,863,299","6,424,721","2,115,398"
370,"507,943","51,886,084","132,376,491","64,546,962","20,376,973","5,750,906","1,143,189"
370,"512,612","47,533,218","121,978,653","61,438,435","19,917,367","5,928,925","2,617,355"
370,"517,284","44,546,977","111,569,915","54,174,961","1,681,034","454,285","1,417,825"
370,"521,959","40,245,525","102,299,438","49,172,588","16,103,151","4,752,209","1,878,593"
370,"526,635","36,965,245","93,612,008","4,447,773","14,164,051","4,449,157","1,464,747"
370,"531,314","33,871,633","84,673,703","4,096,834","13,063,764","3,738,828","1,169,406"
370,"535,996","30,822,339","78,274,095","37,891,738","12,068,314","3,591,023","927,788"
370,"540,68","30,590,018","71,153,433","3,440,781","11,245,684","3,517,074","1,739,886"
370,"545,366","26,588,587","64,769,738","30,457,576","9,658,344","2,594,344","948,659"
370,"550,055","2,436,041","60,024,861","28,458,843","863,879","2,058,958","34,608"
370,"554,746","22,506,183","55,416,259","26,314,448","8,506,753","2,628,183","1,017,026"
370,"559,439","20,253,806","49,785,736","23,665,931","7,143,202","2,612,999","428,539"
370,"564,134","18,157,483","45,055,933","21,054,853","6,585,242","2,013,514","-2,423"
370,"568,832","18,322,503","41,362,795","19,633,324","6,300,381","2,153,625","724,993"
370,"573,532","15,139,306","37,191,409","16,754,572","5,271,342","165,447","401,496"
370,"578,234","15,063,448","34,892,867","16,288,315","5,355,582","2,281,106","41,055"
370,"582,938","1,381,172","30,842,346","14,478,225","4,619,493","141,633","589,359"
370,"587,644","1,199,436","27,804,012","13,558,165","4,457,904","117,074","793,551"
370,"592,352","1,192,674","255,22","1,164,472","364,045","1,382,222","1,041,377"
370,"597,062","9,057,578","23,008,452","10,165,516","3,384,763","421,944","-425,356"
370,"601,775","9,083,965","2,169,748","10,344,856","3,562,518","1,040,068","469,755"
370,"606,489","8,555,248","1,937,951","9,191,214","3,144,162","987,432","82,647"
370,"611,205","7,105,511","17,625,931","8,226,119","3,113,366","560,377","-62,993"
370,"615,923","697,615","16,212,027","7,649,225","2,864,739","865,035","-209,135"
370,"620,644","7,140,341","14,413,137","6,968,699","2,045,167","469,652","213,878"
370,"625,366","5,884,185","14,291,732","6,938,786","2,930,559","735,044","670,278"
370,"630,089","4,979,032","12,429,145","5,895,106","213,891","699,488","6,645"
370,"634,815","5,348,498","11,007,412","4,841,662","2,288,374","837,764","221,846"
370,"639,543","4,312,883","9,799,011","4,820,607","2,144,914","1,328,359","24,538"
370,"644,272","3,718,299","8,602,261","4,792,233","1,321,836","449,471","-87,362"
370,"649,003","3,852,794","8,390,389","3,988,908","1,003,925","799,342","-8,878"
370,"653,736","3,991,621","7,196,536","3,410,948","719,247","534,116","255,506"
370,"658,47","3,241,661","6,508,189","3,499,421","1,502,816","70,546","-92,591"
370,"663,206","2,148,224","6,517,315","2,481,893","1,025,976","454,028","-332,851"
370,"667,944","3,085,333","6,145,471","2,892,326","1,519,463","653,327","41,283"
370,"672,683","3,168,943","5,897,115","2,803,501","1,367,284","1,416,291","905,193"
370,"677,424","2,437,876","480,284","2,462,107","296,111","2,544","-36,783"
370,"682,166","2,095,225","463,783","2,742,576","1,372,068","999,055","973,694"
370,"686,91","2,016,469","405,916","1,512,233","881,809","-226,303","126,447"
370,"691,656","68,712","3,238,704","1,222,413","355,025","-230,972","-562,213"
370,"696,403","2,249,445","3,619,315","1,706,932","1,241,705","6,483","54,914"
370,"701,151","1,832,207","2,879,789","837,868","41,914","34,086","706,547"
370,"705,901","127,689","2,634,725","122,347","26,434","106,284","31,874"
370,"710,652","459,344","2,297,589","540,314","809,918","54,037","-5,398"
370,"715,404","1,728,338","2,688,555","1,317,033","549,553","27,565","1,097,063"
370,"720,158",0,0,0,0,0,0
370,"724,913",0,0,0,0,0,0
370,"729,669",0,0,0,0,0,0
370,"734,427",0,0,0,0,0,0
370,"739,185",0,0,0,0,0,0
370,"743,945",0,0,0,0,0,0
370,"748,706",0,0,0,0,0,0
370,"753,468",0,0,0,0,0,0
370,"758,231",0,0,0,0,0,0
370,"762,995","-1,007,944","-69,237","-749,141","-620,023","-1,040,301","-91,102"
370,"767,761","1,326,704","169,091","1,095,104","1,227,077","1,161,291","863,504"
370,"772,527","-565,616","531,377","231,953","132,084",-636,"-531,934"
370,"777,294","100,128","863,676","966,807","725,858","553,821","416,404"
370,"782,062","697,815","906,939","-381,387","906,212","488,904","906,051"
370,"786,831","-96,724","-35,239","394,972","538,074","-25,024","251,498"
370,"791,601","326,823","686,575","1,046,233","902,191","650,588","-104,014"
370,"796,371","1,967,278","1,745,365","3,300,285","1,633,295","1,893,138","1,078,129"
370,"801,143","799,147","1,620,546","1,118,225","958,141","662,308","365,756"
370,"805,915","572,851","1,644,942","1,165,607","458,957","618,453","367,889"
370,"810,688","32,009","867,597","935,617","46,582","411,284","433,818"
370,"815,461","1,509,672","1,760,778","1,258,807","1,144,723","1,464,039","689,158"
370,"820,236","-207,803","864,426","248,102","-185,311","-230,625","-481,504"
370,"825,011","502,829","662,598","571,181","252,007","-90,002","-203,521"
360,"246,67",0,0,0,0,0,0
360,"251,159",0,0,0,0,0,0
360,"255,652",0,0,0,0,0,0
360,"260,149",0,0,0,0,0,0
360,"264,65",0,0,0,0,0,0
360,"269,154",0,0,0,0,0,0
360,"273,662",0,0,0,0,0,0
360,"278,174",0,0,0,0,0,0
360,"282,689",0,0,0,0,0,0
360,"287,208",0,0,0,0,0,0
360,"291,73",0,0,0,0,0,0
360,"296,256",0,0,0,0,0,0
360,"300,786",0,0,0,0,0,0
360,"305,319",0,0,0,0,0,0
360,"309,855",0,0,0,0,0,0
360,"314,395",0,0,0,0,0,0
360,"318,939",0,0,0,0,0,0
360,"323,486",0,0,0,0,0,0
360,"328,036",0,0,0,0,0,0
360,"332,59",0,0,0,0,0,0
360,"337,147",0,0,0,0,0,0
360,"341,708",0,0,0,0,0,0
360,"346,272",0,0,0,0,0,0
360,"350,839",0,0,0,0,0,0
360,"355,409",0,0,0,0,0,0
360,"359,983",0,0,0,0,0,0
360,"364,56",0,0,0,0,0,0
360,"369,14",0,0,0,0,0,0
360,"373,724","511,363","1,742,275","18,054,382","7,195,521","2,855,332","2,781,583"
360,"378,31","497,768","28,243,507","27,357,445","11,139,603","4,111,441","3,207,473"
360,"382,9","2,162,867","4,321,824","39,745,756","14,865,748","4,470,704","4,493,413"
360,"387,493","4,419,423","60,041,541","52,052,788","19,865,452","687,097","5,404,144"
360,"392,089","5,922,987","7,892,486","67,363,252","25,207,352","8,719,553","6,854,672"
360,"396,689","8,142,477","98,051,196","80,753,536","29,956,109","9,688,459","6,873,155"
360,"401,291","9,539,446","118,995,997","96,619,322","3,523,058","11,037,162","7,633,977"
360,"405,896","9,627,255","141,572,566","115,166,122","42,178,765","12,712,507","7,279,686"
360,"410,505","10,948,097","165,617,281","133,403,411","48,045,108","15,124,123","8,650,129"
360,"415,116","16,668,112","192,038,522","151,003,323","55,010,494","16,850,143","9,874,572"
360,"419,731","21,205,176","214,080,795","165,097,688","59,915,046","18,422,743","8,971,303"
360,"424,348","24,136,435","230,806,727","178,090,971","63,549,879","18,605,531","9,057,329"
360,"428,968","26,566,041","243,784,854","187,453,307","67,188,154","21,543,472","9,560,172"
360,"433,592","27,422,344","254,072,925","194,409,919","68,868,277","20,423,333","8,974,839"
360,"438,218","27,979,407","257,250,761","197,036,956","70,622,058","22,037,904","9,599,801"
360,"442,847","29,253,575","255,347,479","19,614,036","70,007,325","21,915,781","8,734,649"
360,"447,479","28,315,602","250,220,996","191,658,609","68,003,604","20,741,949","7,980,796"
360,"452,114","2,844,475","238,617,759","182,740,735","65,020,317","19,896,071","7,821,423"
360,"456,751","27,266,044","22,980,262","173,887,346","62,384,542","19,018,438","7,941,771"
360,"461,392","25,042,873","217,125,503","162,563,033","57,822,607","17,618,099","6,545,138"
360,"466,035","23,670,752","202,366,808","1,534,161","53,078,902","15,454,945","4,903,287"
360,"470,681","22,875,538","186,699,938","141,894,108","50,980,561","15,382,232","6,388,194"
360,"475,329","21,318,013","172,265,757","128,934,983","45,645,495","13,026,443","4,747,856"
360,"479,98","19,428,753","158,905,329","118,884,348","41,673,783","13,048,064","4,988,904"
360,"484,634","17,720,565","14,568,845","108,778,806","38,625,137","1,120,761","3,762,581"
360,"489,291","17,274,783","134,365,328","100,370,355","35,584,101","10,158,528","2,968,499"
360,"493,95","1,536,388","123,598,034","90,846,962","3,218,459","9,886,749","3,177,032"
360,"498,612","14,956,504","112,303,663","83,946,658","300,872","8,623,918","3,238,619"
360,"503,276","13,482,257","101,924,049","75,707,203","26,701,978","8,498,278","2,581,134"
360,"507,943","11,568,037","90,817,476","68,515,332","2,352,711","7,291,797","2,136,469"
360,"512,612","11,786,849","83,636,497","61,304,401","22,512,399","7,140,831","2,875,533"
360,"517,284","10,589,997","75,316,331","55,998,106","19,379,455","6,164,409","2,327,025"
360,"521,959","9,174,336","68,569,479","50,453,644","17,573,935","5,863,253","218,613"
360,"526,635","8,910,492","61,758,137","4,498,314","16,100,708","490,561","2,107,766"
360,"531,314","7,521,208","56,650,769","40,494,106","14,668,355","4,333,796","163,016"
360,"535,996","6,678,172","51,158,763","38,221,771","13,625,874","4,686,546","1,837,101"
360,"540,68","6,878,314","46,701,034","33,723,954","12,560,263","4,025,375","163,199"
360,"545,366","5,970,596","42,514,767","31,038,907","11,415,308","3,647,571","1,073,131"
360,"550,055","5,524,254","3,893,335","27,775,283","9,909,526","2,357,134","790,945"
360,"554,746","49,972","35,629,104","25,004,349","8,884,006","3,151,215","1,376,633"
360,"559,439","4,234,061","32,094,733","23,700,178","7,807,814","2,317,358","618,886"
360,"564,134","4,106,372","28,421,413","20,744,059","7,620,705","2,540,734","-5,767"
360,"568,832","4,472,131","26,592,447","19,595,724","6,982,741","2,404,857","765,292"
360,"573,532","2,841,209","22,951,988","16,195,891","492,931","1,164,574","-21,118"
360,"578,234","3,984,418","2,175,084","15,947,665","5,429,678","2,136,088","30,617"
360,"582,938","3,215,141","20,075,074","14,832,053","5,059,642","1,425,641","443,989"
360,"587,644","292,877","1,781,923","12,537,172","4,787,326","1,397,233","272,456"
360,"592,352","2,012,804","15,827,272","11,064,245","2,930,554","1,269,423","16,644"
360,"597,062","2,033,181","14,738,306","10,212,137","4,023,993","868,968","217,594"
360,"601,775","2,052,601","13,001,444","9,330,691","3,783,285","1,196,294","498,987"
360,"606,489","2,618,755","12,588,111","8,438,544","4,386,509","143,216","1,009,625"
360,"611,205","101,509","1,137,186","7,158,987","3,370,412","832,349","-488,806"
360,"615,923","1,507,422","10,566,574","73,67","2,619,099","128,084","23,425"
360,"620,644","1,459,707","9,411,756","6,301,205","2,500,505","646,837","730,122"
360,"625,366","1,393,527","8,693,515","6,182,005","2,635,469","74,033","887,784"
360,"630,089","76,826","722,562","5,257,663","1,386,692","42,178","170,292"
360,"634,815","1,292,966","7,175,755","510,648","1,873,069","905,687","195,371"
360,"639,543","1,276,174","6,104,576","4,285,432","1,794,078","454,568","432,879"
360,"644,272","966,392","589,948","4,188,771","1,929,037","835,065","309,429"
360,"649,003","982,249","4,709,079","4,061,261","1,293,642","804,041","-109,844"
360,"653,736","1,158,542","4,499,556","3,067,557","749,652","977,107","250,691"
360,"658,47","550,054","3,241,071","3,079,449","112,348","205,589","-598,378"
360,"663,206","94,417","3,949,413","2,640,518","910,829","421,205","24,401"
360,"667,944","897,571","4,411,102","309,023","1,085,573","944,765","120,362"
360,"672,683","287,407","3,409,738","2,050,812","1,239,168","88,273","-45,915"
360,"677,424","626,799","2,868,966","192,856","506,178","-553,114","-7,145"
360,"682,166","169,775","1,999,553","1,804,016","1,168,026","194,194","-49,525"
360,"686,91","-99,553","2,293,921","1,158,629","664,041",-936,"171,574"
360,"691,656","-325,404","2,146,528","1,521,914","57,212","17,353","-30,046"
360,"696,403","1,010,859","1,922,172","1,112,797","934,562","101,533","-302,616"
360,"701,151",0,0,0,0,0,0
360,"705,901",0,0,0,0,0,0
360,"710,652",0,0,0,0,0,0
360,"715,404",0,0,0,0,0,0
360,"720,158",0,0,0,0,0,0
360,"724,913",0,0,0,0,0,0
360,"729,669",0,0,0,0,0,0
360,"734,427",0,0,0,0,0,0
360,"739,185",0,0,0,0,0,0
360,"743,945","412,367","1,877,882","383,089","90,485","470,938","-436,697"
360,"748,706","-304,623","-1,373,676","-482,146","-305,161","-749,908","-1,017,197"
360,"753,468","39,359","636,791","636,648","120,722","-697,547","454,201"
360,"758,231","218,689","748,497","405,688","-185,757","-528,437","218,689"
360,"762,995","-194,822","-162,527","-606,106","-57,471","-986,054","-637,891"
360,"767,761","809,461","58,351","874,843",689,"-96,461","777,106"
360,"772,527","-584,063","912,046","586,543","1,073,224","911,366","326,122"
360,"777,294","205,498","128,362","1,182,381","912,269","474,818","47,483"
360,"782,062","379,906","181,124","1,708,786","1,196,977","856,668","311,799"
360,"786,831","-843,347","-387,635","665,209","173,219","-212,192","103,367"
360,"791,601","-492,373","951,231","458,012","38,706","-246,119","140,972"
360,"796,371","836,302","2,106,032","2,395,773","1,741,233","800,128","147,973"
360,"801,143","512,234","1,138,048","735,997","64,559","-89,931","-201,447"
360,"805,915","493,409","1,565,154","1,430,989","760,837","292,664","471,106"
360,"810,688","-62,679","138,231","377,465","64,333","-604,528","-136,135"
360,"815,461","560,751","1,275,272","1,051,893","404,688","583,069","426,937"
360,"820,236","153,509","1,002,517","109,351","-2,851","-917,098","-693,986"
360,"825,011","-43,301","983,455","626,144","558,652","-221,791","402,749"
350,"246,67",0,0,0,0,0,0
350,"251,159",0,0,0,0,0,0
350,"255,652",0,0,0,0,0,0
350,"260,149",0,0,0,0,0,0
350,"264,65",0,0,0,0,0,0
350,"269,154",0,0,0,0,0,0
350,"273,662",0,0,0,0,0,0
350,"278,174",0,0,0,0,0,0
350,"282,689",0,0,0,0,0,0
350,"287,208",0,0,0,0,0,0
350,"291,73",0,0,0,0,0,0
350,"296,256",0,0,0,0,0,0
350,"300,786",0,0,0,0,0,0
350,"305,319",0,0,0,0,0,0
350,"309,855",0,0,0,0,0,0
350,"314,395",0,0,0,0,0,0
350,"318,939",0,0,0,0,0,0
350,"323,486",0,0,0,0,0,0
350,"328,036",0,0,0,0,0,0
350,"332,59",0,0,0,0,0,0
350,"337,147",0,0,0,0,0,0
350,"341,708",0,0,0,0,0,0
350,"346,272",0,0,0,0,0,0
350,"350,839",0,0,0,0,0,0
350,"355,409",0,0,0,0,0,0
350,"359,983",0,0,0,0,0,0
350,"364,56","-411,123","7,427,883","18,121,897","9,150,513","3,564,235","2,866,422"
350,"369,14","479,639","12,481,333","26,051,708","12,100,921","524,447","471,633"
350,"373,724","-701,802","19,241,694","38,477,545","17,622,967","6,861,781","6,863,802"
350,"378,31","327,011","28,551,757","50,769,823","24,053,757","9,027,487","8,584,312"
350,"382,9","65,656","39,414,531","68,728,935","31,110,823","10,563,648","10,961,788"
350,"387,493","1,171,935","51,373,221","85,508,152","39,796,835","14,523,767","13,397,865"
350,"392,089","-2,409,083","61,428,438","102,911,534","44,743,193","16,609,502","14,863,709"
350,"396,689","-3,855,624","6,985,396","116,856,909","50,874,742","18,099,676","17,146,102"
350,"401,291","-40,172","84,931,683","133,799,325","58,889,478","20,639,124","18,077,616"
350,"405,896","3,180,633","100,057,974","153,530,945","66,279,536","22,189,014","1,826,659"
350,"410,505","5,236,818","115,076,709","169,477,891","74,064,305","24,781,173","1,993,356"
350,"415,116","4,963,803","121,173,239","182,227,354","78,746,963","26,615,232","20,211,475"
350,"419,731","5,789,942","12,914,759","190,744,937","82,374,242","27,540,626","19,549,745"
350,"424,348","7,065,576","136,065,468","196,497,353","84,296,415","2,785,169","1,885,728"
350,"428,968","6,661,567","136,915,582","200,905,146","8,573,349","27,813,356","17,265,373"
350,"433,592","7,234,067","138,483,419","202,359,941","85,802,857","28,844,558","18,039,323"
350,"438,218","7,299,624","137,435,911","200,448,259","85,560,387","28,349,148","15,639,962"
350,"442,847","7,546,532","134,529,155","193,527,146","8,293,957","2,717,767","156,832"
350,"447,479","6,863,116","12,768,442","185,464,078","78,846,604","25,516,961","12,932,358"
350,"452,114","6,393,252","121,734,187","177,051,101","7,491,188","24,268,623","12,397,003"
